256
4

0.525	0.4	4.05	0.53
0.43	0.57	0.53	4.22

4.93	0.285	0.36	0.605
0.285	4.06	0.85	0.4
0.36	0.85	4.68	0.535
0.605	0.4	0.535	4.48

4.58	0.315	0.435	0.21
0.315	4.71	0.56	0.435
0.435	0.56	4.38	0.17
0.21	0.435	0.17	4.62

4.52	0.635	0.58	0.82
0.635	4.28	0.76	0.44
0.58	0.76	4.38	0.155
0.82	0.44	0.155	4.35

4.84	0.575	0.525	0.57
0.575	4	0.53	0.32
0.525	0.53	4.25	0.32
0.57	0.32	0.32	4.25

4.19	0.7	0.51	0.51
0.7	4.7	0.92	0.51
0.51	0.92	4.09	0.49
0.51	0.51	0.49	4.19

4.5	0.775	0.655	0.36
0.775	4.71	0.575	0.675
0.655	0.575	4.28	0.7
0.36	0.675	0.7	4.7

4.38	0.425	0.915	0.07
0.425	4.86	0.585	0.395
0.915	0.585	4.98	0.365
0.07	0.395	0.365	4.57

4.97	0.375	0.345	0.695
0.375	4.66	0.745	0.485
0.345	0.745	4	0.915
0.695	0.485	0.915	4.46

4.28	0.075	0.65	0.55
0.075	4.58	0.565	0.28
0.65	0.565	4.34	0.86
0.55	0.28	0.86	4.61

4.91	0.49	0.67	0.515
0.49	4.25	0.15	0.56
0.67	0.15	4.51	0.565
0.515	0.56	0.565	4.86

4.2	0.675	0.765	0.24
0.675	4.61	0.35	0.59
0.765	0.35	4.25	0.335
0.24	0.59	0.335	4.98

4.2	0.45	0.875	0.25
0.45	4.81	0.55	0.07
0.875	0.55	4.09	0.94
0.25	0.07	0.94	4.68

4.37	0.61	0.545	0.13
0.61	4.7	0.31	0.47
0.545	0.31	4.39	0.615
0.13	0.47	0.615	4.08

4.51	0.605	0.91	0.485
0.605	4.29	0.385	0.88
0.91	0.385	4.48	0.155
0.485	0.88	0.155	4.12

4.54	0.57	0.295	0.565
0.57	4.68	0.51	0.5
0.295	0.51	4.67	0.385
0.565	0.5	0.385	4.79

4.49	0.595	0.575	0.46
0.595	4.81	0.85	0.665
0.575	0.85	4.46	0.555
0.46	0.665	0.555	4.63

4.57	0.545	0.92	0.53
0.545	4.24	0.725	0.575
0.92	0.725	4.17	0.71
0.53	0.575	0.71	4.56

4.17	0.5	0.28	0.38
0.5	4.53	0.25	0.49
0.28	0.25	4.53	0.225
0.38	0.49	0.225	4.91

4.64	0.745	0.745	0.77
0.745	4.51	0.16	0.3
0.745	0.16	4.32	0.975
0.77	0.3	0.975	4.06

4.42	0.41	0.375	0.065
0.41	4.61	0.62	0.325
0.375	0.62	4.29	0.21
0.065	0.325	0.21	4.86

4.52	0.51	0.695	0.61
0.51	4.92	0.595	0.49
0.695	0.595	4.07	0.81
0.61	0.49	0.81	4.39

4.08	0.455	0.435	0.56
0.455	4.75	0.76	0.56
0.435	0.76	4.63	0.465
0.56	0.56	0.465	4.95

4.43	0.405	0.635	0.66
0.405	4.08	0.365	0.755
0.635	0.365	4.43	0.465
0.66	0.755	0.465	4.43

4.5	0.57	0.6	0.275
0.57	4.38	0.82	0.675
0.6	0.82	4.51	0.49
0.275	0.675	0.49	4.46

4.02	0.49	0.465	0.295
0.49	4.69	0.355	0.43
0.465	0.355	4.9	0.305
0.295	0.43	0.305	4.82

4.12	0.53	0.075	0.815
0.53	4.75	0.31	0.485
0.075	0.31	4.8	0.675
0.815	0.485	0.675	4.85

4.62	0.54	0.52	0.43
0.54	4.07	0.565	0.36
0.52	0.565	4.53	0.435
0.43	0.36	0.435	4.63

4.22	0.19	0.09	0.5
0.19	4.95	0.49	0.92
0.09	0.49	4.29	0.35
0.5	0.92	0.35	4.66

4.94	0.855	0.47	0.515
0.855	4.04	0.53	0.69
0.47	0.53	4	0.69
0.515	0.69	0.69	4.87

4.74	0.47	0.44	0.45
0.47	4.92	0.27	0.66
0.44	0.27	4.27	0.78
0.45	0.66	0.78	4.94

4.17	0.545	0.5	0.725
0.545	4.39	0.465	0.05
0.5	0.465	4.21	0.785
0.725	0.05	0.785	4.92

4.49	0.875	0.325	0.675
0.875	4.83	0.32	0.575
0.325	0.32	4.47	0.74
0.675	0.575	0.74	4.43

4.77	0.41	0.495	0.43
0.41	4.79	0.68	0.08
0.495	0.68	4.11	0.545
0.43	0.08	0.545	4.92

4.01	0.235	0.26	0.285
0.235	4.03	0.785	0.715
0.26	0.785	4.06	0.175
0.285	0.715	0.175	4.99

4.42	0.745	0.82	0.785
0.745	4.7	0	0.5
0.82	0	4.82	0.835
0.785	0.5	0.835	4.64

4.1	0.18	0.54	0.49
0.18	4.46	0.53	0.835
0.54	0.53	4.25	0.45
0.49	0.835	0.45	4.64

4.56	0.255	0.345	0.74
0.255	4.48	0.42	0.105
0.345	0.42	4.14	0.605
0.74	0.105	0.605	4.97

4.11	0.615	0.46	0.78
0.615	4.56	0.49	0.08
0.46	0.49	4.63	0.795
0.78	0.08	0.795	4.6

4.47	0.65	0.69	0.585
0.65	4.08	0.445	0.675
0.69	0.445	4.29	0.165
0.585	0.675	0.165	4.22

4.33	0.415	0.43	0.39
0.415	4.9	0.785	0.66
0.43	0.785	4.38	0.76
0.39	0.66	0.76	4.19

